㒵	かお
羮	こう,かん,あつもの
羯	かつ,けつ
羲	ぎ,き
羴	せん,なまぐさ
羶	せん,なまぐさ
羸	るい,つか,よわ
羹	こう,かん,あつもの
羼	さん,せん,まじりあ
羽	う,は,わ,はね
羿	げい
翀	ちゅう,じゅ,とびあ
翁	おう,おきな
翃	こう
翅	し,はね,つばさ
翆	すい,かわせみ,みどり
翈	こう,はね
翊	よく
翌	よく
翎	れい,りょう,はね
翏	りゅう,る,りょう,りく
習	しゅう,じゅ,なら
翔	しょう,かけ,と
翕	きゅう,あ
翛	しょう,ゆう,ゆ,しゅく,はや
翟	けき,じゃく,たく,たい,きじ
翠	すい,かわせみ,みどり
翡	ひ
翣	そう,しょう,ひつぎかざり
翥	しょ,あ
翦	せん
翨	し,き,あら
翩	へん,ひるが
翫	がん,もてあそ
翬	き,と
翮	かく,ぎゃく,れき,りゃく,はねのもと
翯	こく,かく,つやがあ
翰	かん,はね,ふで,やまどり,ふみ
翲	ひょう,とぶ
翳	えい,かげ,かざ,きぬがさ,くも,くもり
翹	ぎょう,あ,つまだ
翺	こう,か
翻	ほん,はん,ひるがえ
翼	よく,つばさ
翽	かい,け,はばたき
翾	けん,とぶ
翿	とう,はたぼこ
耀	よう,かがや,ひかり
老	ろう,お,ふ
考	こう,かんが
耄	ぼう,もう,おいぼ
者	しゃ,もの
耆	き,し,おい
耇	こう,く,お
耈	こう,く,お
耊	てつ,としより
耋	てつ,としより
而	じ,に,しこ,しか,すなわち,なんじ
耍	さ,しゃ,すばや
耎	ぜん,ねん,よわ
耏	じ,に,だい,ない,ほおひげ
耐	たい,た
耑	たん,せん,はし
耒	らい,るい,き,く,すき
耓	てい,ちょう,すきのは
耔	し,つちか
耕	こう,たがや
耖	そう,しょう,たがや
耗	もう,こう
耘	うん,くさぎ
耙	は
耜	し,すき
耝	しょ,ぞ,すき
耞	か,け,からざお
耟	きょ,ご,すきのは
耠	こう,たがや
耡	じょ,す,すき
耤	せき,じゃく,しゃ,か
耦	ごう,ぐ,ぐう
耨	どう,じょく,ぬ,じゅく,くさぎ,くわ
耬	ろう,る
耮	ろう
耰	ゆう,う,な
耳	じ,みみ
耴	ちょう,じょう,にょう
耵	てい,ちょう,みみくそ
耶	や,じゃ,か
耷	とう,ちょう
耹	きん,ごん,けん,おと
耺	うん,よう,みみなり
耻	ち,は,はじ
耼	たん,ばん,まん,なん
耽	たん,ふけ
耾	こう,おう,ささや
耿	こう,ひかり
聀	しょく,そく
聄	しん
聆	れい,りょう,きく
聊	りょう,いささか
聒	かつ,かまびす
聖	せい,しょう,ひじり
聘	へい,と,め
聚	しゅう,しゅ,あつ
聞	ぶん,もん,き
聟	せい,むこ
聠	へい,ひょう,と
聡	そう,さと,みみざと
聢	しか,しかと
聤	てい,じょう,みみだれ
聦	そう,さと,みみざと
聨	れん,つら
聭	き,はじ,はずかし,とが
聯	れん,つら
聰	そう,さと,みみざと
聱	ごう,ぎょう,きかない
聲	せい,しょう,こえ,こわ
聳	しょう,そび
聴	ちょう,てい,き,ゆる
聵	げ,かい,つんぼ
聶	しょう,じょう,にょう,ささや
職	しょく,そく
聹	ねい
聽	ちょう,き,ゆる
聾	ろう,つんぼ,みみしい
聿	いち,いつ,ふで,ここに
肁	ちょう,じょう,とう,はか,はじ
肄	い,なら
肅	しゅく,すく,つつし
肆	し,つら,ほしいまま,みせ
肇	ちょう,じょう,とう,はじ,はじめ
肈	ちょう,じょう,とう,はか,はじ
肉	にく,しし
肋	ろく,あばら
肌	き,はだ
肎	こう,がえんじ
肓	こう
肖	しょう,あやか
肘	ちゅう,ひじ
肚	と,はら
肛	こう
肜	ゆう,ゆ,ちん,まつり
肝	かん,きも
肞	さ
股	こ,また,もも
肢	し
肥	ひ,こ,こえ,ふと
肦	ふん,はん,たか,わ
肧	はい,はらみ,はら
肩	けん,かた
肪	ぼう
肫	しゅん,さい,すい
肬	ゆ,ゆう,いぼ
肭	とつ,じく
肯	こう,がえんじ
肱	こう,かいな,ひじ,まるい
育	いく,そだ,はぐく
肴	こう,さかな
肸	きつ,きち,こち,けつ,けち,ひろ
肹	ひ,きつ
肺	はい
胃	い
胄	ちゅう,かぶと,ちすじ,よつぎ
胆	たん,きも
胈	はつ,ばち,はい
胊	く,ぐ,きょう,こく
背	はい,せ,せい,そむ
胍	こ,く,か,け
胎	たい
胏	し
胒	でい,はい
胔	し,せき,じゃく
胕	ふ,はらわた
胖	はん
胗	しん,きん,くちのひび
胘	けん,い
胙	そ,さく,ひもろぎ
胚	はい,はらみ,はら
胛	こう,かいがらぼね
胝	ち,あかぎれ
胞	ほう
胠	きょ,こ,きょう,こう,わきのした
胡	う,こ,ご,なんぞ
胤	いん,たね
胥	しょ,そ,あい,み,みな
胭	いん,えん,えつ,むせ,のど,の
胮	ほう
胯	こう,か,こ,また
胰	い,せにく
胱	こう
胲	かい,おやゆび
胳	かく,ぎゃく,わき
胴	どう
胶	こう,ぎょう,こえ,はぎのほね
胸	きょう,むね,むな
胹	じ,に
胺	あつ,あち,にお
胼	へん
能	のう,よ,あた
胾	し,きりみ
脂	し,あぶら
脃	せい,せつ,もろ,よわ
脅	きょう,おびや,おど
脆	ぜい,せい,せつ,もろ,よわい
脇	きょう,わき,わけ
脈	みゃく,すじ
脉	みゃく,すじ
脊	せき,せ,せい
脋	きょう,おびや,おど
脖	ほつ,ぼち
脗	もん,びん,みん,ふん,あ
脘	かん,げん
脚	きゃく,きゃ,かく,あし
脛	けい,すね,はぎ
脜	じゅ,にゅ,やわ
脞	さ,こまかい
脠	せん,てん,ひしお,しおづ
脣	しん,くちびる
脤	しん,ひもろぎ,くちびる
脧	さい,すい,さ,せん,へる
脩	しゅう,おさ,なが,ほじし
脬	ほう,ひょう,ぼうこう
脯	ふ,ほ,こじし,ほじし
脰	とう,ず,うなじ
脱	だつ,ぬ
脳	のう,どう,のうずる
脵	こ,また,もも
脹	ちょう,は,ふく
脺	せい,せつ,もろ,よわ
脼	りょう,ほじし
脾	ひ
腅	たん,にく,さかな
腆	てん,あつ
腇	だい,ない,わ,わい,う
腊	せき,しゃく,ろう,ほじし
腋	えき,せき,わき
腌	よう,おう,えん,しおづ
腎	じん
腐	ふ,くさ
腑	ふ,はらわた
腒	きょ,こ,ほじし
腓	ひ,ふくらはぎ,こむら,こぶら
腔	こう
腕	わん,うで
腗	ひ
腟	ちつ
腠	そう,す,きめ
腡	ら,か,け,かい
腥	せい,しょう,なまぐさ
腦	のう,どう,のうずる
腧	しゅ,ゆ
腨	せん,こむら
腩	なん,たん,どん
腫	しゅ,しょう,は,はれもの
腭	がく,あご,はぐき
腮	さい,あご,えら
腯	とつ,とち,とん,こ
腰	よう,こし
腱	けん,きん
腴	ゆ,あぶら,こえ
腷	ひょく,びき,こもる
腸	ちょう,はらわた,わた
腹	ふく,はら
腺	せん
腿	たい,もも
膀	ぼう,ほう
膁	けん,かん,うまい,あん
膂	りょ,ろ,せぼね
膃	おつ
膄	しゅう,にゅ,やせ,か
膅	とう
膆	そ,こ
膈	かく
膊	はく,ほじし
膋	りょう,あぶ
膎	かい,げ,ほじし,にく,さかな,はだへ
膏	こう,あぶら
膐	りょ,ろ,せぼね,ちから
膓	ちょう,はらわた
膕	かく,こく,きょく,ひかがみ
膖	ほう,ちょう,ちゅ,は
膘	ひょう,しょう,あばら
膚	ふ,はだ
膛	とう
膜	まく
膝	しつ,ひざ
膞	せん,しゅん,きりみ
膠	こう,きょう,にかわ,にべ
膢	ろう,る,りゅう,りょ,ろ
膣	ちつ
膤	せつ,ゆき,たら,そり
膨	ぼう,ふく
膩	じ,に,あぶら,あぶらあか
膮	きょう,きゅう,く,あつもの
膰	はん,ひもごり,ひもろぎ
膲	しょう,みのわた
膳	ぜん,せん,かしわ,すす,そな
膴	こ,く,ぶ,む,ほじし
膵	すい
膸	ずい
膺	よう,おう,むね
膻	たん,きも
膽	たん,きも
膾	かい,け,なます
膿	のう,どう,う,うみ
臀	でん,とん,しり
臂	ひ,ひじ
臃	よう,はれもの
臅	しょく,そく
臆	おく,よく,むね,おくする
臈	ろう
臉	けん,せん,れん
臊	そう,あぶら
臋	でん,とん,しり
臍	せい,さい,へそ,ほぞ
臎	すい
臏	ひん
臑	じ,どう,じゅ,でい,すね
臓	ぞう,はらわた
臕	ひょう
臗	こん,かん,からだ
臘	ろう
臙	えん,のど,べに
臚	ろ,りょ
臛	こく,かく,あつもの
臝	ら,はだか
臞	く,やせ
臟	ぞう,はらわた
臠	れん,きりみ
臡	でい,ない,ぜい,ひしお
臣	しん,じん
臤	かん,けん,こう,きょう,かた
臥	が,ふせ,ふ
臧	ぞう,そう,よい
臨	りん,のぞ
自	じ,し,みずか,おの
臫	きょう,つつし
臬	げつ
臭	しゅう,くさ,にお
臰	しゅう,くさ,にお
臱	べん,めん
臲	げつ,げち,あや
至	し,いた
致	ち,いた
臵	かく,いた
臶	せん,そん,ふたた
臸	じつ,にち,ちょく,ちき,しん,し
臹	しゅう,しゅ,なら
臺	だい,たい,うてな,われ,つかさ
臻	しん,いた
臼	きゅう,ぐ,うす,うすづ
臽	かん,げん,こん,おとしあな
臾	ゆ,よ,よう
臿	そう,しょう,うすじく
舀	よう,く
舁	よ,か
舂	しょう,うすつ,うすづ,つ
舃	しゃく,さく,せき,たく,かささぎ
舄	しゃく,さく,せき,たく,かささぎ
舅	きゅう,しゅうと
與	よ,あた,あずか,くみ,ともに
興	こう,きょう,おこ
舉	きょ,あ,こぞ
舊	きゅう,ふる,もと
舌	ぜつ,した
舍	せき,しゃ,やど
舎	しゃ,せき,やど
舏	きゅう,く,なめとる
舐	し,ねぶ,な
舒	じょ,しょ,の
舓	し,ねぶ,な
舔	てん,な
舖	ほ
舗	ほ
舘	かん,やかた,たて
舙	かん,くう,げ,たばか
舚	てん
舛	ぶ,せん,まい,そむ
舜	しゅん
舝	かつ,げち,くさび
舞	ぶ,ま,まい
舟	しゅう,ふね,ふな,ぶね
舡	こう,せん,ふね
舢	さん
舨	はん
舩	せん,ふね,ふな
航	こう
舫	ほう,もや,もやいぶね
般	はん
舮	ろ,とも,へさき
舲	れい,りょう,こぶね
舳	じく,ちく,ちゅう,へ,へさき
舴	たく,ちゃく,さく,しゃく
舵	だ,た,かじ
舶	はく
舷	げん,ふなばた,ふなべり
舸	か,ふね
船	せん,ふね,ふな
舺	こう,ぎょう,ふね
艀	ふ,はしけ
艃	り
艄	そう,しょう,とも
艅	よ
艆	ろう,ふね,ふなばた
艇	てい
艋	ぼう,もう,みょう,ふね
艎	こう,おう,ふね
艏	しゅう,おう,ふね
艑	へん
艖	さ,しゃ,さい,せ,こぶね,ふね
艘	しょう,しゅう,そう,ふね
艙	そう
艚	そう
艜	たい
艝	そり
艟	どう,しょう,とう,いくさぶね
艠	とう,よふね
艢	ろ,しょう,ぞう,とも,ほばしら
艣	ろ,やぐら,かい
艤	ぎ,ふなよそおい
艦	かん
艧	わく,ふね
艨	もう,ぼう,いくさぶね
艪	ろ,やぐら,かい
艫	ろ,とも
艭	そう
艮	こん,ごん,うしとら
良	りょう,よ,い
艱	かん,けん,なや,かた
色	しょく,しき,いろ
艴	ほつ,ふつ,ふち,はい,おこ
艶	えん,つや,なま,あで
艷	えん,つや,なま,あで
艸	そう,くさ
艻	ろく,きょく,ゆびのまた,なつめ
艽	きゅう,ぐ,き,あれの
艾	かい,げい,もぐさ,よもぎ,おさ,か
艿	じょう,にょう,じ,に
芀	ちょう,しょう
芁	こう
芃	ほう,ぶ,ふう,さかん
芄	かん,ががいも
芇	べん,めん,ばん,まん,あ,じご
芉	かい,かん,はとむぎ
芊	せん,しげ
芋	う,いも
芍	しゃく
芎	きゅう,く
芑	き,ちさ
芒	ぼう,こう,もう,すすき,のぎ,のげ
芔	き,け,くさ
芖	ち,おさ
芘	ひ
芙	ふ
芚	とん,ちゅん
芛	い,しゅん,しゅつ,じゅち
芝	し,しば
芟	せん,さん,か
芠	ぶん,もん,ゆきのした
芡	けん
芣	ふう,ふ,さかん
芤	こう,く,ねぎ
芥	かい,け,からし,ごみ,あくた
芦	ろ,あし,よし
芧	ちょ,しょ,よ,みくり
芨	きゅう,こう,そくず
芩	きん,ごん,けん,じしばり
芪	き,し,ち,はなすげ
芫	げん,がん
芬	ふん,かおり,こうば
芭	ば,は
芮	ぜい,ねい,ぜつ,ねち
芯	しん
芰	き,ひし
花	か,け,はな
芲	か,け,はな
芳	ほう,かんば
芴	ぶつ,もち,こつ,こち
芷	し,くさ
芸	げい,うん,う,のり,わざ
芹	きん,せり
芺	おう,よう,あざみ
芻	すう,しゅう,す,まぐさ
芼	ぼう,もう,はびこ
芽	が,め
芾	ひ,はい,ふつ,ふち
芿	じょう,にょう
苅	がい,かい,か
苆	すさ,つた
苐	てい,だい,い,つばな
苑	えん,おん,その,う
苒	ぜん
苓	れい,りょう,みみなぐさ
苔	たい,こけ,こけら
苕	ちょう,しょう,えんどう
苗	びょう,みょう,なえ,なわ
苙	りゅう,きゅう
苚	よう,ゆ
苛	か,いじ,さいな,いらだ,からい,こまかい
苜	もく,ぼく
苞	ほう,ひょう,つと
苟	こう,く,いやしく
苠	びん,みん,おお
苡	い,し,わ,くさ
苢	い,し,わ,くさ
苣	きょ,ちしゃ
苤	ひ
若	じゃく,にゃく,にゃ,わか,も,ごと
苦	く,くる,ぐる,にが
苧	ちょ,お,からんし,からむし
苨	でい,ない,つりがねそう
苪	へい,ひょう,あき
苫	せん,とま
苭	よう
苯	ほん
英	えい,はなぶさ
苳	とう,ふき
苴	そ,さ,しゃ,しょ,つと,あさ
苶	でつ,ねち,じょう,にょう,つか
苷	かん,こん
苹	へい,びょう,ほう,ほ
苺	ばい,まい,いちご
苻	ふ
苽	こ,こも,まこも
苾	ひつ,びち,へつ,かお
茀	ふつ,ぶち,ほつ,ぼち,ひ,ふさ
茁	さつ,せち,きつ,きち,めば
茂	も,しげ
范	はん,いがた
茄	か
茅	ぼう,みょう,かや,ちがや
茆	えん,ぼう,その,かや,ぬなわ
茇	はつ,ばち,はい,ふつ,ふち,ね
茈	し,さい,じゅ,むらさき
茉	まつ,ばつ,ま
茊	し,ここ
茋	し,つりがねそう
茎	けい,きょう,くき
茖	かく
茗	みょう,めい,ちゃ
茘	れい,り,れん,おおにら
茛	こん,けん,とりかぶと
茜	せん,あかね
茝	さい,せい,し,よろいぐさ
茞	しん
茟	いつ,いち,わい,え,ひつ,あかざ
茡	し,う
茢	れつ,れち,れい,あしのほ
茣	ご
茨	し,じ,いばら,かや,くさぶき
茫	ぼう,とお
茬	し,しげ
茭	けき,きゃく,こう,きょう,まぐさ
茮	しょう,のう,なるはじかみ
茯	ふく,ぶく,ひ,び
茰	ゆ
茱	しゅ
茲	し,じ,ここ
茳	こう
茴	うい,かい
茵	いん,しとね
茶	ちゃ,さ
茷	はい,ひつ,ほち,しげ
茸	じょう,にゅ,きのこ,たけ,しげ
茹	じょ,にょ,ゆ,う
茺	しゅう,しゅ
茼	とう,ず,しゅんぎく
茽	ちゅう,じゆ,むら
荀	じゅん,しゅん
荂	か,け,ふ,く,はな
荃	せん,そん,せつ,せち,さつ,からしあえ
荄	かい,ね
荅	とう,あずき,こた
荇	こう,ぎょう,はなじゅんさい
草	そう,くさ,ぐさ
荊	けい,いばら
荍	きょう,しゅう,しゅ,ぜにあおい
荎	ち,じ,ちつ,じち,てつ,でち
荏	じん,にん
荐	せん,しきりに
荑	てい,だい,い,つばな
荒	こう,あ,あら,すさ
荓	へい,びょう
荔	れい,り,れん,おおにら
荕	きん,ほね
荖	はい,ほう,ろう,きんま
荗	しょく,じき
荘	そう,しょう,ちゃん,ほうき,おごそ
荰	と,ず
荳	とう,ず,まめ
荵	にん,じん,しのぶ
荷	か,に
荸	ほつ,ぼち
荻	てき,おぎ
荼	た,ず,と,だ,にがな
荽	い,すい,に
荿	せい,じょう
莀	しん,どう,のう
莂	へつ,へち,うつしう
莄	こう,きょう
莅	り,れい,るい,のぞ,つ
莆	ふ,ほ
莇	じょ,あさがら
莉	り,らい,れい
莊	そう,しょう,ちゃん,ほうき,おごそ
莍	きゅう,ぐ,きく
莎	さ,しゃ,はますげ
莒	きょ,こ,いも
莓	ばい,まい,いちご
莔	ぼう,もう,みょう,きつ,こち,てい
莕	こう,ぎょう,はなじゅんさい
莖	けい,きょう,くき
莘	しん
莙	きん,くん,うん,も
莚	えん,むしろ
莛	てい,じょう,くき
莜	てき,じゅく,ちょう,じょう,くさとり
莝	さ,きりわら
莞	かん,い
莟	がん,かん,つぼみ
莠	ゆう,はぐさ
莢	きょう,さや
莦	そう,しょう,みだ
莧	かん,けん,ひゆ
莨	ろう,たばこ
莩	ふ,ひょう
莪	が
莫	ばく,ぼ,まく,も,ない,くれ
莬	ぶん,もん,ばん,まん,べん,めん
莭	せつ,せち,ふし
莱	らい,り,あかざ,あわち,こうがい
莵	と,つ,うさぎ
莽	ぼう,もう,くさ
莾	ぼう,もう,くさ
莿	し,せき,しゃく,とげ
菀	えん,おん,うつ,うち,うん,その
菁	せい,しょう
菅	かん,けん,すげ
菇	こ,く,からすうり
菉	りょく,ろく,かりやす
菊	きく
菌	きん
菎	こん
菏	か,くさ
菐	ほく,わずらわ
菑	し,さい,あれち
菓	か
菔	ほく,ふく,だいこん
菖	しょう
菘	すう,しゅう
菜	さい,な
菝	はつ,ばち
菟	と,つ,うさぎ
菠	は,ほ,ほうれんそう
菨	しょう,あさぎ
菩	ぼ
菪	とう,おにひるぐさ
菫	きん,すみれ
華	か,け,はな
菰	こ,こも,まこも
菱	りょう,ひし
菲	ひ,うす
菴	あん,いおり,いお
菶	ほう,ふ,ぼ
菷	しゅう,そう,ほうき
菸	えん,よ,おん
菹	しょ,しゃ,つけもの
菻	りん
菼	たん,おぎ
菽	しゅく,まめ
萁	き,かい,まめがら
萃	すい,さい,あつ
萄	どう,とう
萆	ひ,へい,はつ,ばち
萇	ちょう
萊	らい,り,あかざ,あれわ,こうがい
萋	せい,さい
萌	ほう,も,きざ,めばえ
萍	へい,ひょう,うきくさ
萎	い,な,しお,しな,しぼ
萏	たん,どん,はな
萑	かん,すい,おぎ
萓	ぎ
萕	せい,ざい,ひと,ととの,なづな
萙	くたびれる
萠	ほう,も,きざ,めばえ
萢	やち,やら
萩	しゅう,はぎ
萪	か
萬	まん,ばん,よろず
萯	ふう,ふ,はい,からすうり
萱	けん,かや,かんぞう
萵	わ
萸	ゆ
萹	へん,にわやなぎ
萼	がく,うてな
落	らく,お
葅	しょ,しゃ,つけもの
葆	ほう,ほ,し
葇	じゅう,にゅ
葈	し,からむし
葉	よう,は
葊	あん,いおり,いお
葍	ふく,ひるがお
葎	りつ,むぐら
葏	せん,せい,しょう,しん,しげ
葑	ほう,ふ,ふう,かぶら
葒	こう,ぐ,おおたで
葖	とつ,とち,だいこん
著	ちょ,ちゃく,あらわ,いちじる
葘	し,さい,あれち
葙	しょう,そう,のげいとう
葚	ちん,しん,さわら,あてぎ,くわのみ
葛	かつ,かち,つづら,くず
葜	かつ,くさ
葠	しん,せん,にんじん,ちょうせんにんじん
葡	ぶ,ほ
葢	がい,かい,こう,ふた,けだ,おお
董	とう,ただ
葤	ちゅう,じゅう,つつ,つと
葥	せん,きいちご
葦	い,あし,よし,しお,しな,しぼ
葧	ほつ,ぼち,しろよもぎ
葩	は,はな
葪	けい,き,かい,け,あざみ,さ
葫	こ
葬	そう,ほうむ
葭	か,よし,あし
葮	だん,たん,むくげ
葯	やく
葰	すい,さ,せ,しゅん,しょうが
葱	そう,ねぎ
葳	い
葴	しん,かん,けん,やまあい
葵	き,あおい
葶	てい,じょう,ちょう,いぬなずな
葷	くん
葸	さい,し,よい
葹	し,おなもみ
葺	しゅう,あし,ふ,ふき
葼	そう,す,こえだ
葽	よう
蒁	しゅつ,じゅち,いつ,いち,りつ,りち
